UniqueId,CallingNumber,CalledNumber,CallStartTime,CallDuration,Dispostion,CallType,Channel,DstChannel,Latitude,Longitude,Region
4891,3265978452,3900026678,2015-09-26 19:35:57,256,FAILED,VOICE,385966474-3,325771719-9,40.07015,44.07476,Venice
8241,3698748211,3200056596,2015-09-24 05:24:52,111,MISSED,VOICE,276172950-1,768974350-1,37.99944,67.7875,Venice
8514,3560891267,3789546235,2015-10-29 11:16:30,326,REJECTED,VOICE,760585807-8,341680570-4,-7.1549,107.9883,Genoa
6509,3569874514,3789546235,2015-10-20 03:46:28,110,REJECTED,SMS,053286948-6,995303772-8,25.06528,114.29583,Florence
8135,3987456213,3900026678,2015-10-24 00:30:10,365,ANSWERED,SMS,626057331-6,275911407-4,49.94487,21.84134,Milan
6272,3216549870,3568040046,2015-11-16 02:31:50,110,ANSWERED,SMS,116907019-1,468071781-5,-3.93728,103.80465,Milan
8891,3216549870,3256015004,2015-09-20 14:45:51,780,ANSWERED,SMS,075904430-9,634046698-2,57.9303,12.5334,Venice
9022,3659778412,3999756035,2015-08-23 08:02:35,456,ANSWERED,SMS,069469771-0,381224936-7,38.6667,-9.2,Naples
9776,3265487965,3504003456,2015-11-27 23:29:37,110,BUSY,VOICE,608078719-9,227473295-7,32.03611,120.16389,Florence
7597,3265487965,3458611236,2015-08-11 22:22:59,122,FAILED,SMS,498768627-9,644349056-8,19.67914,110.36231,Naples
9755,3987456213,3899600054,2015-10-16 14:46:16,111,ANSWERED,VOICE,451596127-6,910441191-9,18.83333,-72.10528,Florence
8608,3698748211,3689000589,2015-09-05 23:47:51,780,REJECTED,SMS,703895652-3,576126731-4,49.89983,22.64171,Venice
1151,3987456213,3122560004,2015-09-05 14:48:24,120,BUSY,SMS,803297850-X,107535508-7,55.6759,12.5655,Milan
1992,3216549870,3689000589,2015-09-14 20:16:41,780,FAILED,VOICE,900439067-7,821317077-6,49.66484,25.14096,Genoa
1289,3256987456,3568900007,2015-09-20 12:03:25,456,ANSWERED,SMS,203011066-3,929942165-X,-45.86414,-67.49656,Florence
4678,3987456213,3256015004,2015-10-01 05:54:20,455,BUSY,SMS,299335732-8,115363438-4,32.37535,15.09254,Genoa
4013,3265487965,3900026678,2015-08-31 02:48:15,100,BUSY,SMS,709117077-6,881792249-8,33.9982,-84.3411,Milan
2812,3987456213,3900026678,2015-10-02 11:36:40,220,MISSED,VOICE,987499765-6,754716257-6,27.86635,116.01676,Rome
3599,3216549870,3659000450,2015-09-26 18:07:19,326,MISSED,VOICE,952053252-8,542125356-2,58.3259,15.1236,Aosta
7113,3569874514,3568040046,2015-10-21 22:10:52,120,ANSWERED,VOICE,308201176-4,321612843-1,17.43793,120.75775,Aosta
8173,3698748211,3200056596,2015-09-04 19:12:59,365,MISSED,SMS,597002582-8,853452898-5,48.11988,25.77421,Milan
6619,3569874514,3899600054,2015-11-06 11:24:44,110,MISSED,SMS,743751324-2,477094634-1,6.97078,80.78286,Aosta
5631,3560891267,3568900007,2015-08-07 04:21:22,780,FAILED,SMS,077644806-4,713771224-X,15.07289,120.75703,Rome
4861,3987456213,3689000589,2015-11-19 21:26:44,256,FAILED,VOICE,485462300-4,578991511-6,59.2793,18.0111,Rome
8351,3265978452,3789546235,2015-12-25 00:34:56,220,BUSY,VOICE,874111386-1,279312566-0,25.2553,113.59274,Venice
9803,3265978452,3568900007,2015-12-26 00:46:28,256,ANSWERED,VOICE,276436434-2,631314453-8,39.70822,20.72656,Genoa
7973,3987456213,3659000450,2015-11-12 13:51:46,780,BUSY,SMS,320835331-6,948357200-2,44.06219,131.12075,Genoa
9683,3265487965,3789546235,2015-11-10 20:17:38,789,MISSED,SMS,868947617-2,693536382-9,59.2239,39.88398,Rome
8758,3256987456,3689000589,2015-12-04 22:13:31,122,MISSED,VOICE,290778196-0,367223775-2,9.8374,124.5291,Rome
5713,3265487965,3504003456,2015-10-08 10:25:18,256,FAILED,VOICE,346291886-9,290504510-8,-7.4594,108.5584,Rome
6888,3695847123,3899600054,2015-12-13 15:54:45,789,MISSED,VOICE,628493150-6,136270129-7,56.29527,43.35274,Genoa
9813,3987456213,3899600054,2015-11-30 22:44:36,456,REJECTED,SMS,845092784-6,278580711-1,35.96667,140.13333,Rome
8918,3216549870,3568900007,2015-08-26 13:12:22,111,REJECTED,SMS,798275305-1,612913745-1,40,-7.85,Milan
2717,3659778412,3256015004,2015-12-03 13:16:58,455,ANSWERED,VOICE,970780411-4,856880527-2,38.40917,112.73333,Rome
3041,3569874512,3899600054,2015-08-13 20:24:41,356,REJECTED,SMS,417794782-2,133914878-1,-9.5098,119.2377,Milan
7233,3569874514,3568900007,2015-12-07 01:58:47,455,FAILED,VOICE,397138386-6,428431080-1,10.0852,122.9579,Aosta
4965,3560891267,3900026678,2015-12-20 02:42:22,220,BUSY,SMS,758359645-9,375945898-X,-23.3075,-47.13278,Aosta
3674,3216549870,3659000450,2015-09-19 04:17:36,122,ANSWERED,VOICE,728174922-8,718156928-7,-8.5495,116.1281,Milan
6945,3659778412,3504003456,2015-12-14 22:29:44,356,MISSED,VOICE,971644023-5,316899240-2,43.5304,1.536,Venice
6987,3987456213,3900026678,2015-12-06 23:18:21,100,ANSWERED,VOICE,057112275-2,779033590-1,44.4085,0.7042,Naples
8401,3560891267,3256015004,2015-08-11 00:32:27,110,ANSWERED,VOICE,515727594-3,164876888-1,50.02809,14.41741,Venice
7914,3256867412,3900026678,2015-11-01 01:52:08,458,REJECTED,SMS,973011544-3,191351170-7,53.80147,33.5576,Naples
4365,3569874514,3659000450,2015-10-25 02:09:30,220,REJECTED,SMS,113444258-0,606960874-7,8.94109,-69.4602,Aosta
4237,3698748211,3568040046,2015-12-30 22:08:15,456,MISSED,VOICE,430693524-8,472588954-7,30.82394,108.30224,Milan
9910,3265978452,3899600054,2015-08-22 08:39:55,455,ANSWERED,SMS,588125227-6,541979090-4,15.6597,0.5022,Aosta
5986,3216549870,3789546235,2015-11-05 01:23:30,220,MISSED,SMS,943168600-7,133644196-8,30.05333,119.95194,Venice
2804,3256987456,3504003456,2015-10-01 22:40:04,789,REJECTED,VOICE,259523733-0,651393911-9,50.77669,15.75594,Naples
3265,3659778412,3568040046,2015-12-18 19:40:12,120,FAILED,VOICE,146719359-3,697317965-7,50.23737,15.63276,Naples
4489,3695847123,3122560004,2015-11-17 09:21:11,456,MISSED,SMS,137221347-3,644139459-6,-10.0191,123.8217,Genoa
1051,3695847123,3568900007,2015-09-08 18:55:30,220,BUSY,VOICE,012204554-8,132011050-9,29.97371,32.52627,Genoa
9062,3987456213,3789546235,2015-11-19 18:43:07,458,FAILED,SMS,508588813-8,091111259-6,18.4813,96.43742,Genoa
5392,3256987456,3900026678,2015-12-24 03:57:02,256,REJECTED,SMS,073408335-1,406872655-8,4.11775,15.13926,Rome
2912,3265487965,3256015004,2015-11-18 16:55:09,122,BUSY,VOICE,060236152-4,292641151-0,32.29563,120.60703,Venice
5180,3265978451,3689000589,2015-10-08 07:31:03,220,BUSY,SMS,057982275-3,134692891-6,41.4,-8.7833,Genoa
3287,3569874514,3689000589,2015-09-14 00:11:55,326,REJECTED,SMS,611958632-6,282738948-7,58.7238,11.3259,Milan
9311,3698748211,3899600054,2015-11-28 20:29:19,220,MISSED,SMS,277087466-7,356972562-6,16.321,121.1262,Rome
1584,3659778412,3900026678,2015-09-16 15:13:38,256,REJECTED,VOICE,106889456-3,134282432-6,43.10694,128.92167,Rome
1180,3265978452,3659000450,2015-11-26 05:40:37,456,FAILED,VOICE,553732277-3,635762188-9,-7.11,108.1066,Aosta
8774,3569874514,3504003456,2015-09-30 10:31:06,256,MISSED,SMS,126579975-X,208256186-0,13.74222,-87.71028,Rome
1189,3698748211,3568040046,2015-09-30 21:17:10,111,REJECTED,SMS,044194531-7,427610085-2,-7.0937,108.3207,Aosta
4704,3695847123,3256015004,2015-08-20 14:57:12,326,BUSY,VOICE,320550966-8,417630545-2,36.03222,129.365,Aosta
9889,3265978452,3899600054,2015-11-23 19:21:43,356,MISSED,VOICE,874817501-3,320521380-7,27.19908,54.36676,Naples
2260,3987456213,3200056596,2015-12-30 05:07:48,456,ANSWERED,SMS,364878287-8,946517052-6,51.55786,20.86398,Genoa
9961,3265978452,3568040046,2015-10-04 02:12:15,456,BUSY,SMS,950574405-6,753298137-1,14.5,-87.35,Aosta
8617,3256867412,3568900007,2015-08-20 05:02:16,100,FAILED,VOICE,624463440-3,827254915-8,14.2973,121.4598,Milan
8625,3265487965,3568900007,2015-08-07 02:11:54,780,FAILED,VOICE,914927863-0,733775750-6,37.1101,-8.4337,Genoa
5884,3695847123,3568900007,2015-08-15 11:00:57,100,ANSWERED,SMS,797310112-8,094532207-0,36.06605,120.36939,Aosta
5206,3265978451,3458611236,2015-08-25 23:10:20,110,BUSY,VOICE,078594379-X,730571579-4,59.92969,30.64465,Milan
1757,3569874512,3568900007,2015-08-05 05:22:16,326,REJECTED,SMS,372748202-8,234359421-X,-14.83098,-74.93895,Aosta
3838,3256867412,3200056596,2015-09-03 14:10:31,120,FAILED,SMS,459632806-4,420968183-0,54.58333,54.55,Milan
1511,3265978451,3568040046,2015-10-14 00:35:58,780,ANSWERED,SMS,094026263-0,436990747-0,24.85325,116.59921,Milan
4273,3216549870,3122560004,2015-10-08 07:42:37,456,ANSWERED,SMS,803680410-7,534717525-7,-12.93111,-75.77861,Rome
4749,3987456213,3504003456,2015-11-03 01:47:56,110,ANSWERED,SMS,992799549-0,169377521-2,1.71594,44.77166,Aosta
9719,3216549870,3568040046,2015-12-15 18:45:46,100,ANSWERED,SMS,123907224-4,332723848-0,29.07204,116.70274,Milan
3329,3256867412,3200056596,2015-11-28 06:35:32,780,REJECTED,VOICE,353506027-3,349691138-7,12.05,-68.81667,Florence
1450,3265487965,3504003456,2015-09-30 19:44:10,356,FAILED,SMS,281405694-8,187771334-1,53.08619,20.04782,Rome
9252,3695847123,3568900007,2015-12-03 21:08:08,780,BUSY,VOICE,281146766-1,640658851-7,34.95828,137.08054,Venice
3660,3698748211,3504003456,2015-12-27 01:53:49,458,BUSY,SMS,072477241-3,508206588-2,19.51881,98.26042,Florence
6808,3987456213,3568040046,2015-09-11 03:05:48,110,FAILED,VOICE,918455614-5,780561695-7,41.2381,-8.581,Milan
5766,3265487965,3568040046,2015-10-23 06:36:36,122,ANSWERED,VOICE,805111458-2,370840115-8,-22.28333,166.58333,Genoa
1508,3695847123,3899600054,2015-11-25 01:12:46,458,REJECTED,VOICE,066516363-0,097411255-0,60.07178,23.66163,Genoa
8066,3695847123,3789546235,2015-12-05 05:09:01,111,ANSWERED,VOICE,168347174-1,779869348-3,-28.28389,-52.78639,Venice
4491,3265978451,3899600054,2015-10-09 01:57:47,456,FAILED,VOICE,232600716-6,439060083-4,52.339,25.9867,Venice
1442,3569874514,3504003456,2015-10-28 16:03:35,455,BUSY,VOICE,163971734-X,007794586-7,51.129,6.4386,Aosta
9607,3265487965,3659000450,2015-12-12 17:31:20,120,BUSY,SMS,461256595-9,448242565-6,-8.2836,113.5196,Naples
2287,3987456213,3568900007,2015-08-26 00:17:58,120,REJECTED,VOICE,279945863-7,834537984-2,-6.9014,113.7519,Florence
7941,3560891267,3458611236,2015-08-02 07:32:39,110,FAILED,VOICE,550145831-4,173098933-0,47.353,6.3612,Genoa
4190,3265487965,3458611236,2015-08-16 22:26:59,122,MISSED,VOICE,105417621-3,502128253-0,39.52773,112.08186,Venice
6614,3265487965,3659000450,2015-11-13 13:51:02,365,FAILED,SMS,404796574-X,651371516-4,40.5,95.8,Florence
6793,3987456213,3256015004,2015-10-04 09:38:47,458,BUSY,VOICE,703916697-6,594783383-2,25.35583,111.42694,Florence
6174,3256867412,3900026678,2015-10-18 06:58:09,120,FAILED,VOICE,860170346-1,948566064-2,51.6825,5.0708,Rome
3194,3265487965,3504003456,2015-11-14 22:15:36,111,REJECTED,VOICE,324067209-X,049705515-5,-21.87611,-51.84389,Venice
7134,3265978451,3458611236,2015-10-08 05:43:04,100,REJECTED,VOICE,336635757-6,062385494-5,48.46686,-81.33312,Genoa
9442,3569874514,3504003456,2015-10-20 23:38:19,456,MISSED,SMS,596318168-2,771249730-3,,,Venice
2011,3256867412,3999756035,2015-08-31 09:19:20,780,BUSY,SMS,509451714-7,078548508-2,24.59025,88.27444,Venice
5489,3265487965,3568900007,2015-08-03 17:26:49,110,FAILED,VOICE,674124161-2,334794332-5,39.62069,19.91975,Milan
2363,3698748211,3122560004,2015-09-26 12:43:06,256,REJECTED,VOICE,647240393-7,437377038-7,47.3862,0.7485,Florence
8562,3265978451,3568900007,2015-10-25 18:49:59,356,FAILED,VOICE,156207133-5,429059346-1,-28.2925,-53.50167,Florence
1550,3265978452,3458611236,2015-08-06 12:51:15,455,ANSWERED,SMS,788107591-0,563487241-3,-8.2244,113.495,Florence
5016,3560891267,3122560004,2015-09-06 08:03:15,111,REJECTED,VOICE,437583838-8,070843116-X,20.4511,-101.3946,Rome
1213,3659778412,3256015004,2015-08-25 23:45:34,122,MISSED,VOICE,739991805-8,807565087-5,-7.2066,111.6374,Rome
3420,3698748211,3659000450,2015-10-21 11:54:34,326,FAILED,VOICE,553507999-5,896728046-7,51.07182,17.18193,Milan
1387,3569874512,3900026678,2015-09-30 21:22:24,780,BUSY,VOICE,809133970-4,744943022-3,6.15639,-75.78722,Genoa
1461,3698748211,3122560004,2015-08-24 04:29:52,111,REJECTED,SMS,590740264-4,359414518-2,13.55,-14.96667,Genoa
5508,3256987456,3689000589,2015-11-09 08:16:00,100,REJECTED,SMS,408949690-X,689658943-4,12.18972,-1.88556,Naples
3301,3216549870,3568040046,2015-11-10 22:02:34,789,FAILED,SMS,334451939-5,597165259-1,22.5342,-80.91105,Florence
2835,3265487965,3789546235,2015-09-27 13:13:34,111,MISSED,SMS,814994471-0,986054457-3,49.1027,6.7006,Rome
7847,3265487965,3789546235,2015-10-03 09:30:24,456,MISSED,SMS,172424732-8,427827135-2,39.2667,-9.15,Naples
3269,3987456213,3504003456,2015-09-08 12:46:46,780,BUSY,VOICE,987103547-0,429588702-1,16.16406,44.77692,Venice
4989,3987456213,3568040046,2015-09-21 03:11:34,100,MISSED,SMS,395422059-8,983847720-6,59.81825,29.98408,Aosta
7744,3256867412,3689000589,2015-09-29 19:21:11,789,REJECTED,SMS,210857054-3,196827233-X,-10.0191,123.8217,Rome
7268,3569874512,3568040046,2015-09-04 14:09:45,256,ANSWERED,VOICE,337067442-4,188852410-3,41.20417,79.45806,Venice
3470,3569874512,3504003456,2015-09-01 08:42:55,365,MISSED,SMS,207912328-9,543054701-8,52.71667,55.8,Venice
9652,3265487965,3659000450,2015-11-08 11:40:03,111,REJECTED,VOICE,036375383-4,474086756-7,23.56487,112.70572,Naples
3891,3256987456,3504003456,2015-12-07 21:37:11,120,MISSED,SMS,309892042-4,833222497-7,59.18919,37.63963,Milan
1475,3569874512,3899600054,2015-10-02 11:10:23,100,BUSY,VOICE,599312071-1,709420207-5,-23.96306,-46.39194,Milan
2751,3659778412,3900026678,2015-09-26 05:00:11,455,MISSED,VOICE,327715325-8,675536141-0,31.34454,118.33082,Aosta
3793,3659778412,3789546235,2015-09-23 09:21:06,356,BUSY,VOICE,485924926-7,975620834-1,35.962,50.6799,Venice
5138,3256867412,3256015004,2015-11-27 18:03:51,110,ANSWERED,VOICE,449139263-3,720201186-7,-16.47083,-54.63556,Aosta
7798,3560891267,3999756035,2015-09-18 01:43:53,256,FAILED,SMS,272257693-7,175393682-9,-22.82223,47.82615,Rome
1160,3695847123,3789546235,2015-09-17 15:32:59,456,BUSY,SMS,244258419-0,546628563-3,48.5834,7.743,Rome
5785,3987456213,3789546235,2015-11-05 00:25:02,455,ANSWERED,VOICE,281282083-7,734928251-6,48.3,4.0833,Aosta
6327,3569874514,3689000589,2015-08-16 13:49:39,100,ANSWERED,SMS,111344189-5,530572475-9,-4.66667,34.86667,Naples
9284,3256867412,3568040046,2015-09-03 09:38:13,111,REJECTED,SMS,590724233-7,644451389-8,-7.4892,107.277,Genoa
9436,3560891267,3899600054,2015-10-19 07:43:20,122,ANSWERED,VOICE,284354673-7,128936584-9,8.00861,-62.39889,Rome
3626,3698748211,3568040046,2015-09-06 00:35:50,256,BUSY,SMS,115293649-2,858493132-5,8.68333,-12.53333,Genoa
8217,3265487965,3200056596,2015-09-23 15:16:11,458,ANSWERED,SMS,702471174-4,595542604-3,-0.7005,100.9774,Rome
8925,3256867412,3789546235,2015-08-30 19:20:49,111,ANSWERED,VOICE,109367157-2,436793212-5,-8.5518,117.3368,Venice
4745,3695847123,3458611236,2015-10-01 10:57:28,780,ANSWERED,VOICE,707844787-5,453598573-1,42.5,24.7,Aosta
9020,3560891267,3659000450,2015-11-25 08:56:17,365,BUSY,SMS,584596981-6,968219593-4,35.875,111.43528,Milan
5190,3569874512,3689000589,2015-12-20 00:37:46,110,FAILED,SMS,795741538-5,625942368-3,-20.40806,57.7,Milan
5160,3569874512,3789546235,2015-12-10 19:10:01,100,REJECTED,SMS,649815451-9,886505527-8,42.26868,126.91122,Florence
3184,3265487965,3899600054,2015-09-24 20:40:10,356,REJECTED,SMS,975438130-5,533402531-6,8.3365,123.8383,Florence
7202,3695847123,3568900007,2015-10-08 05:18:50,110,BUSY,SMS,516585318-7,803286104-1,27.61289,118.96666,Genoa
4149,3560891267,3789546235,2015-08-21 03:39:55,356,ANSWERED,SMS,898702583-7,047417396-8,15.3921,120.94084,Genoa
8946,3987456213,3900026678,2015-08-09 18:35:00,789,ANSWERED,SMS,514497206-3,109123522-8,29.43363,109.25507,Genoa
8030,3659778412,3504003456,2015-12-28 15:00:55,110,MISSED,SMS,545120980-4,489555830-4,-9.37833,-37.24528,Florence
6615,3569874512,3899600054,2015-11-13 21:46:40,256,REJECTED,VOICE,096571420-9,800956063-4,-4.085,-63.14139,Venice
4133,3265978452,3999756035,2015-09-22 07:06:53,110,FAILED,SMS,538624777-8,572254991-6,15.98505,120.26831,Genoa
6351,3695847123,3899600054,2015-12-28 06:57:49,789,MISSED,VOICE,367271728-2,099197957-5,38.10611,127.70667,Naples
1688,3695847123,3999756035,2015-11-16 19:54:30,780,ANSWERED,SMS,197608418-0,860126664-9,36.9568,107.02663,Venice
3868,3560891267,3504003456,2015-11-22 14:40:13,256,BUSY,SMS,346525009-5,613665461-X,50.1,8.7667,Venice
9760,3216549870,3900026678,2015-09-17 05:43:53,256,FAILED,SMS,531580883-1,713221350-4,4.04827,9.70428,Aosta
5065,3560891267,3689000589,2015-08-07 16:07:53,356,ANSWERED,SMS,450401436-X,158647866-4,49.64987,17.3224,Milan
9229,3987456213,3659000450,2015-08-21 11:00:47,220,MISSED,SMS,305302797-6,752226995-4,-7.1529,108.2084,Rome
3708,3569874512,3899600054,2015-09-22 03:35:03,100,ANSWERED,VOICE,447823695-X,059123996-5,6.50306,124.84694,Milan
5341,3569874514,3900026678,2015-11-26 23:52:49,326,ANSWERED,VOICE,602135284-X,474682258-1,-7.0066,108.5648,Aosta
6446,3569874512,3659000450,2015-10-11 01:27:06,122,ANSWERED,VOICE,098371949-7,221465637-5,12.87405,6.48754,Genoa
8892,3987456213,3122560004,2015-10-13 14:37:32,356,BUSY,SMS,183504267-8,728423332-X,52.0283,5.1681,Genoa
2685,3265978452,3458611236,2015-10-15 18:01:43,458,MISSED,SMS,980328127-5,765333425-3,12.34294,-83.67123,Venice
2536,3216549870,3789546235,2015-08-02 22:27:59,326,BUSY,SMS,351246146-8,364658831-4,52.68405,41.41752,Rome
8314,3569874514,3122560004,2015-10-01 23:56:35,122,FAILED,SMS,839965743-3,031621909-6,50.05284,19.05012,Venice
7244,3265978451,3122560004,2015-11-18 12:38:15,120,BUSY,VOICE,860774254-X,399680657-4,14.68679,102.538,Rome
7482,3256867412,3458611236,2015-09-12 07:13:01,458,BUSY,VOICE,884624955-0,355932745-8,4.84262,7.85252,Naples
4585,3265978452,3568900007,2015-10-29 08:02:24,365,MISSED,SMS,780187500-1,814134881-7,59.35,17.9167,Naples
6965,3569874514,3568040046,2015-10-19 01:14:39,110,ANSWERED,SMS,819617044-0,315073266-2,37.1944,-7.8426,Genoa
8927,3265978452,3689000589,2015-10-19 05:00:01,455,REJECTED,SMS,481789141-6,483813108-9,44.56654,129.57772,Venice
7573,3987456213,3200056596,2015-08-24 23:18:26,122,ANSWERED,SMS,249688545-8,425948875-9,44.65296,21.63199,Aosta
7823,3256867412,3122560004,2015-12-26 08:49:37,326,REJECTED,SMS,410604840-X,220846396-X,27.82409,118.45546,Venice
7973,3265978451,3999756035,2015-08-02 02:04:56,456,BUSY,VOICE,873386170-6,473644761-3,43.1791,-86.1989,Venice
2443,3265487965,3899600054,2015-08-25 15:37:40,256,REJECTED,VOICE,048552260-8,734044348-7,-1.1538,136.04786,Naples
2662,3698748211,3789546235,2015-10-31 12:55:43,256,FAILED,SMS,100416524-2,313003531-1,11.64511,4.06046,Florence
7158,3265487965,3899600054,2015-10-09 02:12:17,780,FAILED,VOICE,561760307-8,762407187-8,62.49009,27.78262,Naples
2760,3659778412,3899600054,2015-09-09 02:27:43,458,ANSWERED,VOICE,216139515-7,020606111-0,-18.76969,46.04653,Milan
7094,3265978451,3458611236,2015-12-03 05:32:59,110,FAILED,VOICE,007027120-8,308341352-1,-7.2234,108.2011,Florence
2493,3265978452,3659000450,2015-08-26 09:01:42,122,MISSED,VOICE,520010807-1,319127077-9,39.7,-8.9833,Florence
8846,3560891267,3659000450,2015-08-20 13:38:30,456,FAILED,SMS,629911078-3,209415467-X,59.3105,18.1637,Rome
2787,3698748211,3200056596,2015-08-06 16:11:39,456,BUSY,VOICE,399677251-3,937619298-2,45.95008,-74.13251,Milan
1183,3265487965,3900026678,2015-12-02 18:47:19,780,ANSWERED,VOICE,492164600-7,281733358-6,26.02103,115.15694,Venice
4633,3698748211,3122560004,2015-11-19 03:21:39,458,REJECTED,VOICE,070196546-0,274763972-X,55.9167,14.2833,Naples
5391,3256867412,3122560004,2015-09-16 08:47:41,110,BUSY,VOICE,222360184-7,359260199-7,32.74518,111.25927,Rome
8688,3256987456,3789546235,2015-10-05 16:27:17,789,ANSWERED,VOICE,725031209-X,147136763-0,52.1491,34.4926,Venice
2881,3560891267,3568900007,2015-12-05 15:30:06,100,FAILED,VOICE,223757937-7,497922783-X,59.64806,67.41,Venice
2637,3659778412,3568040046,2015-09-12 04:31:32,456,BUSY,SMS,446968017-6,698803400-5,34.09187,104.37974,Genoa
3834,3265978452,3458611236,2015-08-18 02:25:05,456,BUSY,SMS,649005535-X,949965112-8,-6.9257,111.5418,Florence
6084,3987456213,3999756035,2015-11-29 08:16:53,326,FAILED,VOICE,106813832-7,301843801-9,41.2458,-8.5042,Venice
6104,3695847123,3900026678,2015-12-12 18:37:24,220,REJECTED,VOICE,475800479-X,836597209-3,54.65167,23.03222,Genoa
4788,3256987456,3789546235,2015-09-13 19:36:47,456,ANSWERED,VOICE,280866444-3,177970443-7,-14.18694,-73.54389,Aosta
3572,3256987456,3504003456,2015-11-15 07:31:44,256,FAILED,VOICE,121875659-4,365755841-1,29.50798,108.97531,Milan
7396,3256867412,3122560004,2015-11-21 01:41:26,365,BUSY,VOICE,123335425-6,024189652-5,-7.16,106.8789,Rome
4133,3695847123,3899600054,2015-12-22 20:42:25,456,BUSY,VOICE,200696318-X,344912411-0,-8.0503,111.8995,Milan
6574,3698748211,3689000589,2015-08-23 13:14:47,256,BUSY,SMS,680837051-6,807306541-X,-29.78306,-55.79194,Rome
8523,3560891267,3122560004,2015-09-06 12:15:48,256,BUSY,SMS,054501390-9,100908577-8,59.3644,17.8741,Milan
1582,3216549870,3659000450,2015-09-18 12:55:42,789,FAILED,SMS,462640809-5,765671744-7,27.11716,114.97927,Aosta
6333,3987456213,3504003456,2015-10-08 07:44:31,780,MISSED,SMS,817853060-0,998369437-9,11.1602,-68.72604,Milan
3851,3256867412,3568040046,2015-11-23 13:43:37,111,REJECTED,VOICE,271200078-1,018861273-4,5.4918,153.54,Rome
2069,3659778412,3899600054,2015-11-01 03:07:19,356,BUSY,SMS,110762671-4,027367843-4,43.51681,-79.88294,Venice
5565,3987456213,3689000589,2015-12-01 02:04:16,780,FAILED,SMS,653238258-2,258550278-3,-9.6086,124.5978,Genoa
9866,3560891267,3568900007,2015-08-27 03:12:00,256,MISSED,VOICE,217570802-0,648981407-2,46.5858,39.3599,Aosta
5533,3265487965,3789546235,2015-10-10 21:47:09,789,FAILED,VOICE,423604255-X,468616097-9,6.09056,124.42333,Milan
8191,3659778412,3999756035,2015-08-20 00:04:04,455,BUSY,SMS,780166438-8,909162207-5,43.3,-0.3667,Aosta
8411,3265978452,3568040046,2015-11-21 21:01:22,458,ANSWERED,SMS,599860453-9,054324719-8,42.51556,20.29222,Milan
6001,3216549870,3200056596,2015-11-24 22:21:28,100,ANSWERED,SMS,858279107-0,290077149-8,20.86481,106.68345,Genoa
6655,3659778412,3659000450,2015-09-19 02:42:11,455,BUSY,SMS,658178004-9,247473785-5,16.02812,120.14424,Milan
1962,3265487965,3789546235,2015-10-09 19:29:23,365,MISSED,VOICE,849437535-0,888395015-1,54.2111,-8.50865,Aosta
9235,3256867412,3659000450,2015-10-31 01:51:49,120,REJECTED,SMS,299627751-1,192780218-0,58.4167,15.6167,Florence
4881,3698748211,3789546235,2015-11-27 23:36:21,111,FAILED,SMS,060393170-7,922525646-9,-9.39361,-77.57472,Florence
7924,3695847123,3568040046,2015-10-12 14:13:04,455,REJECTED,SMS,647118620-7,302718419-9,-11.02253,-77.64378,Rome
5542,3569874514,3458611236,2015-09-16 11:31:33,111,BUSY,SMS,319578194-8,030950765-0,17.0481,-13.9209,Milan
9272,3216549870,3458611236,2015-12-23 13:10:53,455,MISSED,SMS,294078102-8,338869070-7,59.32028,24.5525,Florence
8169,3256987456,3256015004,2015-11-11 15:06:59,220,BUSY,SMS,479717221-5,562084600-8,29.24974,118.85428,Aosta
8760,3695847123,3900026678,2015-08-30 10:12:04,326,BUSY,VOICE,644589279-5,351971111-7,40.0028,-8.2028,Aosta
5268,3560891267,3568900007,2015-12-10 06:12:29,122,REJECTED,VOICE,440468579-3,686985161-1,-6.7996,111.4646,Naples
9537,3659778412,3200056596,2015-09-28 14:28:07,326,REJECTED,SMS,334242451-6,219279508-4,39.2111,-7.6944,Aosta
4067,3695847123,3458611236,2015-08-29 06:08:28,780,ANSWERED,SMS,342930910-7,101157313-X,-8.5418,120.6733,Milan
1119,3659778412,3568040046,2015-10-11 02:13:41,456,FAILED,SMS,327151534-4,252671292-0,39.5387,-119.8225,Aosta
1231,3265487965,3900026678,2015-11-24 00:44:44,455,MISSED,VOICE,851770834-2,472925380-9,-7.1203,108.5051,Florence
1555,3560891267,3256015004,2015-12-13 09:06:20,122,FAILED,SMS,594021333-2,998200876-5,43.55417,68.88889,Florence
7439,3265978452,3900026678,2015-12-06 09:28:27,789,BUSY,SMS,945472939-X,539252046-4,7.38216,81.84198,Aosta
3613,3265978452,3568900007,2015-09-13 20:05:58,456,BUSY,SMS,093995459-1,316830892-7,41.4,-8.7833,Venice
8548,3216549870,3899600054,2015-08-16 00:31:05,356,REJECTED,SMS,817649431-3,142383938-2,25.0273,103.66298,Venice
7944,3256987456,3458611236,2015-08-19 11:29:05,326,BUSY,SMS,859727525-1,257526565-7,33.05585,113.7978,Rome
2794,3265487965,3568900007,2015-11-28 21:53:27,365,ANSWERED,VOICE,477455745-5,660116283-3,50.65175,21.26,Venice
2349,3265978452,3899600054,2015-12-30 02:10:56,456,ANSWERED,SMS,851994734-4,201854390-3,33.7465,-117.8662,Genoa
4680,3659778412,3200056596,2015-11-23 08:30:39,256,MISSED,VOICE,490110330-X,026268568-X,34.85932,9.78654,Aosta
